ProdGroupId,Language,SourceLang,ProdGroupName,AdminProdGroupName
100000011628030,IW,US,Projectors,Projectors
100000011628035,IW,US,DS Series,DS Series
100000020172000,IW,US,PRM Programs,PRM Programs
100100003252469,IW,US,PG File Import TestN0602145,PG File Import TestN0602145
100100006468915,IW,US,PG File Import TestN0602143,PG File Import TestN0602143
100100006468916,IW,US,PG File Import TestN0602145,PG File Import TestN0602145
100100006468918,IW,US,PG File Import TestN0602146,PG File Import TestN0602146
100100006470230,IW,US,PG File Import TestN108032,PG File Import TestN108032
100100016450613,IW,US,PG with Relation Newd40642199022,PG with Relation Newd40642199022
100100016450615,IW,US,PG with Relation Newd40642199023,PG with Relation Newd40642199023
100100038730637,IW,US,PG File Import Name Newe0862046968 1,PG File Import Name Newe0862046968 1
100100039761306,IW,US,Copiers,Copiers
100100039761323,IW,US,Griffin 10,Griffin 10
109876540066014,IW,US,Books & Media,Books & Media
109876540066015,IW,US,Toys & Games,Toys & Games
300100006979685,IW,US,Display of 63229- 46201263719190342:Root PG Name,Display of 63229- 46201263719190342:Root PG Name
300100010799833,IW,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100011579819,IW,US,Display of:63229- 828201212324044224:Sub PG Name,Display of:63229- 828201212324044224:Sub PG Name
300100011579891,IW,US,EC_TEST_State,EC_TEST_State
300100014469781,IW,US,Display of the PG: 471722:RelatedGroup First PG 91052536149,Display of the PG: 471722:RelatedGroup First PG 91052536149
300100014469785,IW,US,Display of the PG: 471722:RelatedGroup Third PG f0652564962,Display of the PG: 471722:RelatedGroup Third PG f0652564962
300100014469789,IW,US,Display of the PG: 471722:RelatedGroup Second PG b2c53738604,Display of the PG: 471722:RelatedGroup Second PG b2c53738604
999997826070987,IW,US,Database Standard Edition,Database Standard Edition
999997826070992,IW,US,650VR Servers,650VR Servers
999997826071006,IW,US,OPN License,OPN License
999997826071009,IW,US,Berkeley DB - High Availability,Berkeley DB - High Availability
999997826071031,IW,US,Flexcube,Flexcube
999997826071032,IW,US,i-flex Flexcube @ Corporate,i-flex Flexcube @ Corporate
999997826071035,IW,US,Database and Collaboration,Database and Collaboration
999997826071043,IW,US,360Commerce Integrated Store Operations (ISO),360Commerce Integrated Store Operations (ISO)
999997826071045,IW,US,Management Connectors,Management Connectors
999997826071076,IW,US,Support,Support
999997826071082,IW,US,Unspecified and Other,Unspecified and Other
999997826071092,IW,US,CRM On Demand,CRM On Demand
999997826071095,IW,US,Software Updates and Standard Product Support,Software Updates and Standard Product Support
999997826071098,IW,US,Content Management,Content Management
999997826071104,IW,US,Procurement & Spend Analytics Fusion Edition,Procurement & Spend Analytics Fusion Edition
999997826070778,IW,US,Agile Product Portfolio Management,Agile Product Portfolio Management
999997826070779,IW,US,Agile Product Lifecycle Management Datamart,Agile Product Lifecycle Management Datamart
999997826070790,IW,US,AutoVue Office,AutoVue Office
999997826070793,IW,US,Agile Engineering Data Management,Agile Engineering Data Management
999997826070797,IW,US,Governance- Risk- and Compliance for PeopleSoft,Governance- Risk- and Compliance for PeopleSoft
999997826070798,IW,US,LogicalApps Third Party,LogicalApps Third Party
999997826070802,IW,US,ERP Applications,ERP Applications
999997826070805,IW,US,Configuration Controls Governor for PeopleSoft,Configuration Controls Governor for PeopleSoft
999997826070816,IW,US,Oracle Utilities Network Management,Oracle Utilities Network Management
999997826070818,IW,US,Oracle Configuration Controls for E-Business Suite,Oracle Configuration Controls for E-Business Suite
999997826070824,IW,US,8500RT Servers,8500RT Servers
999997826070825,IW,US,Oracle Utilities Applications,Oracle Utilities Applications
999997826070855,IW,US,Consumer Packaged Goods,Consumer Packaged Goods
999997826070863,IW,US,Oracle Utilities Customer Care and Billing - Other,Oracle Utilities Customer Care and Billing - Other
999997826070881,IW,US,Transportation Cooperative Routing,Transportation Cooperative Routing
999997826070883,IW,US,Oracle Communications Network Mediation Utilities,Oracle Communications Network Mediation Utilities
999997826070896,IW,US,Oracle Communications ASAP Cartridges - Mobile Switching,Oracle Communications ASAP Cartridges - Mobile Switching
999997826070915,IW,US,Release Management,Release Management
999997826070924,IW,US,Demantra Demand Management,Demantra Demand Management
999997826070962,IW,US,Berkeley DB XML - Data Store,Berkeley DB XML - Data Store
999997826070968,IW,US,Financials and Sales Analyzers,Financials and Sales Analyzers
999997826070972,IW,US,Procurement Intelligence,Procurement Intelligence
999997826070976,IW,US,Application Servers,Application Servers
999997826070993,IW,US,Exadata,Exadata
300100014469801,IW,US,Display of the PG: 471722:RelatedGroup Second PG bac55234771,Display of the PG: 471722:RelatedGroup Second PG bac55234771
300100014469805,IW,US,Display of the PG: 471722:RelatedGroup First PG fdf55926110,Display of the PG: 471722:RelatedGroup First PG fdf55926110
300100014469845,IW,US,Display of the PG: 471722:RelatedGroup Third PG 05059630409,Display of the PG: 471722:RelatedGroup Third PG 05059630409
300100014469986,IW,US,ZBIQASD_Footrest,ZBIQASD_Footrest
300100014470074,IW,US,SC_EC_TEST_ROOT,SC_EC_TEST_ROOT
300100014470118,IW,US,SC_EC_TEST_Customer,SC_EC_TEST_Customer
300100014470124,IW,US,SC_EC_TEST_Zip,SC_EC_TEST_Zip
300100014470232,IW,US,Display of the PG: 471925 PG:2ce80081911,Display of the PG: 471925 PG:2ce80081911
300100014470254,IW,US,Ineffective_TEsting_003,Ineffective_TEsting_003
300100014470323,IW,US,Display of 63229- 172013192328288492:Root PG Name,Display of 63229- 172013192328288492:Root PG Name
300100025245920,IW,US,zBIQASD_Motorbikes,zBIQASD_Motorbikes
300100025245952,IW,US,zBIQASD_city bike,zBIQASD_city bike
300100025246052,IW,US,BIQA_CRM_PG1,BIQA_CRM_PG1
300100025246177,IW,US,BIQA_CRM2_SUB1,BIQA_CRM2_SUB1
300100039891889,IW,US,DP_ASCII&#75,DP_ASCII&#75
300100039891893,IW,US,DP_ASCII&#32,DP_ASCII&#32
300100039891897,IW,US,DP_ASCII&#126,DP_ASCII&#126
300100039892087,IW,US,ZSF_Unspecified_New_Product,ZSF_Unspecified_New_Product
300100110957847,IW,US,Service Category_2,Service Category_2
300100110957850,IW,US,Service Category_3,Service Category_3
300100126039147,IW,US,MultiBU_ProductSubGroup_1,MultiBU_ProductSubGroup_1
300100126544696,IW,US,MultiBU Mobile_Lenovo,MultiBU Mobile_Lenovo
999997826071107,IW,US,Hyperion Business Intelligence Bundle,Hyperion Business Intelligence Bundle
999997826071114,IW,US,7500RT Servers,7500RT Servers
999997826071116,IW,US,eBusiness Suite,eBusiness Suite
999997826071120,IW,US,Projects Costing,Projects Costing
999997826071122,IW,US,Supply Chain Planning,Supply Chain Planning
999997826071131,IW,US,Oracle Communications ASAP Cartridges - Broadband Access - ATM\FR,Oracle Communications ASAP Cartridges - Broadband Access - ATM\FR
999997826071134,IW,US,Oracle Real-Time Scheduler,Oracle Real-Time Scheduler
999997826071142,IW,US,JD Edwards World Bundle,JD Edwards World Bundle
999997826071161,IW,US,Fusion Governance- Risk- and Compliance Intelligence,Fusion Governance- Risk- and Compliance Intelligence
999997826071168,IW,US,Oracle Communications Billing and Revenue Management for Wireless Applications,Oracle Communications Billing and Revenue Management for Wireless Applications
999997826071178,IW,US,Siebel Customer Order Management,Siebel Customer Order Management
999997826071181,IW,US,DG 950 Green Servers,DG 950 Green Servers
999997826071185,IW,US,Context Media,Context Media
999997826070833,IW,US,External Reclasses - Applications,External Reclasses - Applications
999997826070838,IW,US,Oracle Real-Time Appointment Scheduler,Oracle Real-Time Appointment Scheduler
999997826070839,IW,US,Oracle Utilities Billing Component,Oracle Utilities Billing Component
999997826070858,IW,US,Oracle Utilities Customer Care and Billing Third Party Applications,Oracle Utilities Customer Care and Billing Third Party Applications
999997826070865,IW,US,Aerospace- Defense and Transportation,Aerospace- Defense and Transportation
999997826070871,IW,US,Special Edition,Special Edition
999997826070872,IW,US,Oracle Communications Service Activation,Oracle Communications Service Activation
999997826070882,IW,US,Transportation Management,Transportation Management
999997826070886,IW,US,MetaSolv - Legacy,MetaSolv - Legacy
999997826070902,IW,US,Demantra,Demantra
999997826070907,IW,US,Discrete Manufacturing,Discrete Manufacturing
999997826070913,IW,US,Advance Collections,Advance Collections
999997826071004,IW,US,Oracle Diagnostics Pack for Non-Oracle Middleware,Oracle Diagnostics Pack for Non-Oracle Middleware
999997826071011,IW,US,Financial Analytics Fusion Edition,Financial Analytics Fusion Edition
999997826071013,IW,US,Retek Merchandise Planning & Optimization (MPO),Retek Merchandise Planning & Optimization (MPO)
999997826071016,IW,US,Unified Messaging,Unified Messaging
999997826071017,IW,US,Database,Database
999997826071021,IW,US,Retail - All Components,Retail - All Components
999997826071028,IW,US,Load Testing for Web Applications Controller,Load Testing for Web Applications Controller
999997826071033,IW,US,i-flex Basel Advanced,i-flex Basel Advanced
999997826071034,IW,US,Database Technology,Database Technology
999997826071036,IW,US,Functional Testing Accelerator for Microsoft .NET,Functional Testing Accelerator for Microsoft .NET
999997826071055,IW,US,Non-License Consulting,Non-License Consulting
999997826071067,IW,US,Non-License OCSC,Non-License OCSC
999997826071077,IW,US,Advanced Customer Services,Advanced Customer Services
999997826071078,IW,US,Advanced Customer Services - T&M,Advanced Customer Services - T&M
300100126544705,IW,US,MultiBU Desktop_Dell,MultiBU Desktop_Dell
300100126544751,IW,US,MultiBU Mobile_Samsung,MultiBU Mobile_Samsung
300100163778839,IW,US,BIQA_KM_PG_BASE,BIQA_KM_PG_BASE
999997826070637,IW,US,Hyperion,Hyperion
999997826070638,IW,US,GPO,GPO
999997826070651,IW,US,Consulting,Consulting
999997826070656,IW,US,Hyperion,Hyperion
999997826070657,IW,US,PeopleSoft Applications,PeopleSoft Applications
999997826070666,IW,US,Education Products,Education Products
999997826070672,IW,US,Field Sales,Field Sales
999997826070675,IW,US,Mobile Field Service,Mobile Field Service
999997826070678,IW,US,PeopleSoft CRM Applications,PeopleSoft CRM Applications
999997826070688,IW,US,NonLC,NonLC
999997826070696,IW,US,Communications\Utilities CRM,Communications\Utilities CRM
999997826070705,IW,US,Vertical ERP Applications,Vertical ERP Applications
999997826070708,IW,US,Customer Hub Add-on B2B,Customer Hub Add-on B2B
999997826070718,IW,US,Siebel eCatalog,Siebel eCatalog
999997826070720,IW,US,Siebel ePricer,Siebel ePricer
999997826070721,IW,US,Siebel Marketing,Siebel Marketing
999997826071187,IW,US,System Monitoring Plug-in for Storage,System Monitoring Plug-in for Storage
999997826071201,IW,US,BPEL Process Manager,BPEL Process Manager
999997826071214,IW,US,Oracle Communications Network Integrity,Oracle Communications Network Integrity
999997826071216,IW,US,Healthcare,Healthcare
999997826071224,IW,US,Outside In OEM,Outside In OEM
999997826071226,IW,US,Oracle Communications Network Intelligence,Oracle Communications Network Intelligence
999997826071254,IW,US,Weblogic Portal,Weblogic Portal
999997826071269,IW,US,Oracle Communications Order and Service Management Connectors & Modules,Oracle Communications Order and Service Management Connectors & Modules
999997826071275,IW,US,Virtual PBX,Virtual PBX
999997826071287,IW,US,Oracle Enterprise Taxation Management Business Intelligence,Oracle Enterprise Taxation Management Business Intelligence
999997826071293,IW,US,Oracle Utilities Work and Asset Management - Other,Oracle Utilities Work and Asset Management - Other
999997826070921,IW,US,Oracle Communications ASAP Cartridges - Voice Over TDM,Oracle Communications ASAP Cartridges - Voice Over TDM
999997826070926,IW,US,Master Data Management - Product Information Management,Master Data Management - Product Information Management
999997826070936,IW,US,iSupplier Portal,iSupplier Portal
999997826070947,IW,US,Self-Service Human Resources,Self-Service Human Resources
999997826070959,IW,US,Rdb,Rdb
999997826070961,IW,US,Berkeley DB XML - Concurrent Data Store,Berkeley DB XML - Concurrent Data Store
999997826070966,IW,US,Berkeley DB - Transactional Data Store,Berkeley DB - Transactional Data Store
999997826070975,IW,US,Middleware,Middleware
999997826070994,IW,US,External Reclass - Server,External Reclass - Server
999997826071002,IW,US,Personal Edition,Personal Edition
999997826071008,IW,US,Advanced Security,Advanced Security
999997826071012,IW,US,ProfitLogic Merchandise Planning & Optimization (MPO),ProfitLogic Merchandise Planning & Optimization (MPO)
999997826071014,IW,US,External Reclass - Collaboration,External Reclass - Collaboration
999997826071084,IW,US,Unspecified,Unspecified
999997826071085,IW,US,Other Revenue,Other Revenue
999997826071086,IW,US,Intl Vertical Applications,Intl Vertical Applications
999997826071087,IW,US,Customer Hub B2C,Customer Hub B2C
999997826071132,IW,US,CAD View-3D,CAD View-3D
999997826071148,IW,US,Agile Product Supplier Collaboration for Process,Agile Product Supplier Collaboration for Process
999997826071150,IW,US,DG 750 Green Servers,DG 750 Green Servers
999997826071166,IW,US,Siebel eMarketing,Siebel eMarketing
999997826071176,IW,US,DG350L Green Servers,DG350L Green Servers
999997826071177,IW,US,Siebel CRM Self Service,Siebel CRM Self Service
999997826071182,IW,US,DG 350 Green Servers,DG 350 Green Servers
999997826071184,IW,US,Oracle Communications Network Mediation Cartridges - Distribution,Oracle Communications Network Mediation Cartridges - Distribution
999997826071189,IW,US,CRM Applications,CRM Applications
999997826071192,IW,US,Universal Records Management,Universal Records Management
999997826071204,IW,US,Oracle User Productivity Kit (UPK),Oracle User Productivity Kit (UPK)
999997826070729,IW,US,Siebel Professional Edition - ePricer,Siebel Professional Edition - ePricer
999997826070763,IW,US,DG 450 Green Servers,DG 450 Green Servers
999997826070770,IW,US,Oracle Communications Network Mediation Cartridges - Bundles,Oracle Communications Network Mediation Cartridges - Bundles
999997826070776,IW,US,Agile Content Catalog Connector,Agile Content Catalog Connector
999997826070784,IW,US,Agile Product Lifecycle Management,Agile Product Lifecycle Management
999997826070799,IW,US,Agile Engineering Collaboration,Agile Engineering Collaboration
999997826070801,IW,US,Oracle Configuration Controls Governor,Oracle Configuration Controls Governor
999997826070815,IW,US,Applications Technology,Applications Technology
999997826070817,IW,US,Agile Food and Drug Administration Validtion Pak,Agile Food and Drug Administration Validtion Pak
999997826070829,IW,US,JD Edwards World Third Party,JD Edwards World Third Party
999997826070850,IW,US,JD Edwards EnterpriseOne Bundles,JD Edwards EnterpriseOne Bundles
999997826071296,IW,US,Oracle Communications Unified Inventory Management - Technology Packs,Oracle Communications Unified Inventory Management - Technology Packs
999997826071297,IW,US,Agile ECAD Connector,Agile ECAD Connector
999997826071303,IW,US,Communications\Utilities,Communications\Utilities
999997826071304,IW,US,Supply-Side Product Data Synchronization for GDSN,Supply-Side Product Data Synchronization for GDSN
999997826071313,IW,US,Siebel eTraining,Siebel eTraining
999997826071319,IW,US,Adaptive Access Manager,Adaptive Access Manager
999997826071325,IW,US,Siebel eMail Response,Siebel eMail Response
999997826071328,IW,US,PeopleSoft Enterprise Asset Lifecycle Management,PeopleSoft Enterprise Asset Lifecycle Management
999997826071353,IW,US,Real User Experience Insight,Real User Experience Insight
999997826071357,IW,US,Siebel Orders,Siebel Orders
999997826071361,IW,US,Oracle Thesaurus Management System,Oracle Thesaurus Management System
999997826071392,IW,US,Siebel Professional Services,Siebel Professional Services
100000011628007,IW,US,Computer Systems,Computer Systems
100000011628047,IW,US,Sentinel Series,Sentinel Series
100000011628050,IW,US,ElitePro Series,ElitePro Series
100000011628064,IW,US,Monitors,Monitors
100100001738332,IW,US,PG File Import TestN0602146,PG File Import TestN0602146
100100001738334,IW,US,PG File Import TestN0602144,PG File Import TestN0602144
100100002758660,IW,US,PG File Import TestN0602143,PG File Import TestN0602143
100100003220940,IW,US,PG File Import TestM108031,PG File Import TestM108031
100100003252468,IW,US,PG File Import TestN0602144,PG File Import TestN0602144
100100003252511,IW,US,PG File Import TestM108031,PG File Import TestM108031
100100003252513,IW,US,PG File Import TestN108031,PG File Import TestN108031
100100016449631,IW,US,PG File Import Name New5db63325333 3,PG File Import Name New5db63325333 3
100100038730640,IW,US,PG File Import Name Newe0862046968 3,PG File Import Name Newe0862046968 3
100100038736323,IW,US,PG with Relation New1fb627989982,PG with Relation New1fb627989982
100100039761296,IW,US,Silver Service (3 years),Silver Service (3 years)
100100039761302,IW,US,Roadrunner DL,Roadrunner DL
100100039761326,IW,US,Digital Copiers,Digital Copiers
100100039761329,IW,US,Black & White Printers,Black & White Printers
100100039761330,IW,US,Color Printers,Color Printers
109876540066002,IW,US,Computers,Computers
109876540066008,IW,US,Cellphones,Cellphones
300100010799761,IW,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
999997826071205,IW,US,Test Manager for Web Applications ,Test Manager for Web Applications 
999997826071207,IW,US,Other Application Server,Other Application Server
999997826071208,IW,US,Load Testing Accelerator for Siebel,Load Testing Accelerator for Siebel
999997826071223,IW,US,Reporting and Publishing,Reporting and Publishing
999997826071229,IW,US,Business Intelligence Standard Edition,Business Intelligence Standard Edition
999997826071230,IW,US,Siebel Universal Customer Master,Siebel Universal Customer Master
999997826071231,IW,US,Hyperion Interactive Reporting - System 9,Hyperion Interactive Reporting - System 9
999997826071246,IW,US,C_JDE Tools,C_JDE Tools
999997826071247,IW,US,Service Offerings,Service Offerings
999997826071250,IW,US,Technology Foundation,Technology Foundation
999997826071253,IW,US,Advanced Product Services,Advanced Product Services
999997826071258,IW,US,Tuxedo,Tuxedo
999997826071265,IW,US,Identity and Access Management Suite,Identity and Access Management Suite
999997826071267,IW,US,CBT Products - Active,CBT Products - Active
999997826071268,IW,US,Global Order Promising,Global Order Promising
999997826070853,IW,US,Oracle Service Optimization,Oracle Service Optimization
999997826070856,IW,US,Consumer Packaged Goods - All Components,Consumer Packaged Goods - All Components
999997826070866,IW,US,Asset Tracking,Asset Tracking
999997826070874,IW,US,G-Log Carrier and Procurement,G-Log Carrier and Procurement
999997826070890,IW,US,iLearning,iLearning
999997826070908,IW,US,Oracle Communications Inventory Management,Oracle Communications Inventory Management
999997826070909,IW,US,Oracle Communications Network Discovery Cartridge Development Kit Cartridges,Oracle Communications Network Discovery Cartridge Development Kit Cartridges
999997826070918,IW,US,Oracle Communications MetaSolv Solution APIs,Oracle Communications MetaSolv Solution APIs
999997826070928,IW,US,Demantra Infrastructure,Demantra Infrastructure
999997826070934,IW,US,Compensation Workbench,Compensation Workbench
999997826070937,IW,US,Product Lifecycle Management,Product Lifecycle Management
999997826071395,IW,US,Non-License Intercompany Revenues,Non-License Intercompany Revenues
100000015029010,IW,US,asda,asda
100000020172005,IW,US,Distributor Programs,Distributor Programs
100100001738335,IW,US,PG File Import TestN0602145,PG File Import TestN0602145
100100002758659,IW,US,PG File Import TestN0602146,PG File Import TestN0602146
100100003252514,IW,US,PG File Import TestM108032,PG File Import TestM108032
100100016449632,IW,US,PG File Import Name New5db63325333 4,PG File Import Name New5db63325333 4
100100039761297,IW,US,Service,Service
100100039761299,IW,US,Product_Rahul1,Product_Rahul1
100100039761303,IW,US,Digital Printers,Digital Printers
100100039761304,IW,US,Gold Service (3 years),Gold Service (3 years)
100100039761308,IW,US,Product_Rahul2,Product_Rahul2
100100039761311,IW,US,Standard Service (3 years),Standard Service (3 years)
100100039761315,IW,US,Peacock 8000,Peacock 8000
100100039761320,IW,US,Black & White Copiers,Black & White Copiers
109876540066003,IW,US,Printers,Printers
109876540066005,IW,US,Laptops,Laptops
109876540066011,IW,US,Americas Catalog,Americas Catalog
300100006979572,IW,US,Display of:63229- 4620123254044624:Sub PG Name,Display of:63229- 4620123254044624:Sub PG Name
300100006979687,IW,US,Display of:63229- 46201263739390344:Sub PG Name,Display of:63229- 46201263739390344:Sub PG Name
300100011579817,IW,US,Display of 63229- 8282012123146464222:Root PG Name,Display of 63229- 8282012123146464222:Root PG Name
300100011579822,IW,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
300100011579883,IW,US,EC_TEST_Root Display,EC_TEST_Root Display
300100011579897,IW,US,EC_TEST_Zip,EC_TEST_Zip
300100010799784,IW,US,Display of 63229- 53020122224249632:Root PG Name,Display of 63229- 53020122224249632:Root PG Name
300100014469819,IW,US,Display of the PG: 471722:RelatedGroup Second PG 8e757363165,Display of the PG: 471722:RelatedGroup Second PG 8e757363165
300100014469829,IW,US,Display of the PG: 471722:RelatedGroup First PG 3a458665965,Display of the PG: 471722:RelatedGroup First PG 3a458665965
300100014469833,IW,US,Display of the PG: 471722:RelatedGroup Third PG fef58694013,Display of the PG: 471722:RelatedGroup Third PG fef58694013
300100014469975,IW,US,BIQASD_Desk,BIQASD_Desk
300100014469995,IW,US,ZBIQASD_Footrest_medium,ZBIQASD_Footrest_medium
300100025245776,IW,US,zBIQAsd_Public_Transportation,zBIQAsd_Public_Transportation
300100025245822,IW,US,zBIQAsd_Airways,zBIQAsd_Airways
300100025246001,IW,US,zBIQASD_Sports bike,zBIQASD_Sports bike
300100025246054,IW,US,BIQA_CRM_SUBPG1,BIQA_CRM_SUBPG1
300100025246218,IW,US,BIQA_CRM_PG3,BIQA_CRM_PG3
300100025246226,IW,US,BIQA_CRM3_SUB3,BIQA_CRM3_SUB3
300100039891857,IW,US,DP_Inactive_PG,DP_Inactive_PG
300100039891865,IW,US,DP_Ineffective_PG,DP_Ineffective_PG
300100052548420,IW,US,ZSF_Level2,ZSF_Level2
300100052548423,IW,US,ZSF_Level3,ZSF_Level3
300100126544746,IW,US,CRM Mobile_Divison,CRM Mobile_Divison
300100148451151,IW,US,pastries,pastries
300100163778711,IW,US,BIQA_KM_PG4,BIQA_KM_PG4
999997826070662,IW,US,Security,Security
999997826070664,IW,US,Siebel Applications,Siebel Applications
999997826070676,IW,US,Service Contracts,Service Contracts
999997826070684,IW,US,Marketing,Marketing
999997826071273,IW,US,i-flex Flexcube,i-flex Flexcube
999997826071278,IW,US,Berkeley DB Java Edition - Transactional Data Store,Berkeley DB Java Edition - Transactional Data Store
999997826071290,IW,US,Retek Supply Chain Management (SC2),Retek Supply Chain Management (SC2)
999997826071291,IW,US,Master Data Management - Administrative & Development,Master Data Management - Administrative & Development
999997826071301,IW,US,Agile Product Governance and Compliance,Agile Product Governance and Compliance
999997826071321,IW,US,Captovation - Legacy,Captovation - Legacy
999997826071329,IW,US,Agile Product Cost Management,Agile Product Cost Management
999997826071339,IW,US,Retail Applications,Retail Applications
999997826071345,IW,US,OLA,OLA
999997826071348,IW,US,Advanced Outbound Telephony,Advanced Outbound Telephony
999997826071355,IW,US,Business Intelligence Standard Edition One,Business Intelligence Standard Edition One
999997826071362,IW,US,Coherence Grid Edition,Coherence Grid Edition
999997826071368,IW,US,Audit Vault,Audit Vault
999997826070949,IW,US,iRecruitment,iRecruitment
999997826070953,IW,US,Sourcing Optimization,Sourcing Optimization
999997826070958,IW,US,Human Resource Analytics Fusion Edition,Human Resource Analytics Fusion Edition
999997826070960,IW,US,Real Application Clusters,Real Application Clusters
999997826070984,IW,US,Content Database Suite,Content Database Suite
999997826070989,IW,US,WebLogic Server Enterprise Edition,WebLogic Server Enterprise Edition
999997826071003,IW,US,Programmer,Programmer
999997826071038,IW,US,Functional Testing for Web Applications,Functional Testing for Web Applications
999997826071042,IW,US,Integrated Store Operations (ISO),Integrated Store Operations (ISO)
999997826071047,IW,US,System Monitoring Plug-in for Non-Oracle Databases,System Monitoring Plug-in for Non-Oracle Databases
999997826071049,IW,US,JD Edwards EnterpriseOne Other Applications,JD Edwards EnterpriseOne Other Applications
999997826071062,IW,US,Siebel Communications UAN,Siebel Communications UAN
999997826071063,IW,US,Incentive Compensation,Incentive Compensation
300100014469775,IW,US,Display of the PG: 471722:RelatedGroup First PG 52949816327,Display of the PG: 471722:RelatedGroup First PG 52949816327
300100014469797,IW,US,Display of the PG: 471722:RelatedGroup Third PG dcf54955745,Display of the PG: 471722:RelatedGroup Third PG dcf54955745
300100014469799,IW,US,Display of the PG: 471722:RelatedGroup First PG 92e55171815,Display of the PG: 471722:RelatedGroup First PG 92e55171815
300100014469843,IW,US,Display of the PG: 471722:RelatedGroup Second PG e6f59618236,Display of the PG: 471722:RelatedGroup Second PG e6f59618236
300100014469983,IW,US,ZBIQASD_Desk,ZBIQASD_Desk
300100014470327,IW,US,Display of:63229- 172013192342428494:Sub PG Name,Display of:63229- 172013192342428494:Sub PG Name
300100025246269,IW,US,BIQA_CRM_PG4,BIQA_CRM_PG4
300100031595982,IW,US,Fuse Inactive Sub PG,Fuse Inactive Sub PG
300100039891901,IW,US,DP Chinese DB Standard Edition* 30 U,DP Chinese DB Standard Edition* 30 U
300100110957845,IW,US,Service Catalog_200,Service Catalog_200
300100110957853,IW,US,Service Category_3,Service Category_3
300100118009114,IW,US,TestHCMChildProducts,TestHCMChildProducts
300100123171108,IW,US,Vision,Vision
300100126544701,IW,US,MultiBU PC_Dell,MultiBU PC_Dell
300100163778656,IW,US,BIQA_KM_PG8,BIQA_KM_PG8
999997826069849,IW,US,Vision Catalog,Vision Catalog
999997826070634,IW,US,Database Technology,Database Technology
999997826070635,IW,US,GPO,GPO
999997826070639,IW,US,NonLC,NonLC
999997826070650,IW,US,Peoplesoft Applications,Peoplesoft Applications
999997826070653,IW,US,BEA,BEA
999997826070659,IW,US,GPO,GPO
999997826070686,IW,US,Telesales,Telesales
999997826070690,IW,US,GPO,GPO
999997826070707,IW,US,Customer Data Management,Customer Data Management
999997826070714,IW,US,Oracle Contact Center Anywhere,Oracle Contact Center Anywhere
999997826070719,IW,US,Siebel eConfigurator,Siebel eConfigurator
999997826070730,IW,US,Siebel Professional Edition - Marketing,Siebel Professional Edition - Marketing
999997826070741,IW,US,Siebel Sales CRM,Siebel Sales CRM
999997826070744,IW,US,DG350B Green Servers,DG350B Green Servers
999997826070753,IW,US,DG350M Green Servers,DG350M Green Servers
999997826070774,IW,US,Agile Advantage Quality and Compliance Management,Agile Advantage Quality and Compliance Management
999997826070783,IW,US,Siebel Service CRM,Siebel Service CRM
999997826070788,IW,US,AutoVue 3D Professional Advanced,AutoVue 3D Professional Advanced
999997826070800,IW,US,Oracle Application Access Controls Governor,Oracle Application Access Controls Governor
999997826070819,IW,US,JD Edwards World ERP,JD Edwards World ERP
999997826071374,IW,US,Oracle Communications IP Service Activator Modules - Service Management,Oracle Communications IP Service Activator Modules - Service Management
999997826071375,IW,US,PeopleSoft Enterprise SCM Suite,PeopleSoft Enterprise SCM Suite
999997826071386,IW,US,Oracle Communications Objectel Connectors & Modules,Oracle Communications Objectel Connectors & Modules
999997826071387,IW,US,Database Enterprise Management,Database Enterprise Management
999997826071391,IW,US,Oracle Communications MetaSolv Solution Modules - Misc. Management,Oracle Communications MetaSolv Solution Modules - Misc. Management
100000011628071,IW,US,Drives,Drives
100000015029001,IW,US,PG_sarajara_B6,PG_sarajara_B6
100100001738748,IW,US,PG File Import TestN108031,PG File Import TestN108031
100100003220941,IW,US,PG File Import TestN108032,PG File Import TestN108032
100100038736322,IW,US,PG with Relation New1fb627989983,PG with Relation New1fb627989983
100100039761301,IW,US,Phoenix 2000,Phoenix 2000
100100039761307,IW,US,Siebel Product Lines,Siebel Product Lines
100100039761312,IW,US,Product_Rahul3,Product_Rahul3
100100039761328,IW,US,Fastjet 97,Fastjet 97
109876540066007,IW,US,Laserjet,Laserjet
109876540066016,IW,US,Home Decor,Home Decor
300100006979727,IW,US,1.Category under GCM Total Unspecified,1.Category under GCM Total Unspecified
999997826071068,IW,US,Trade Management,Trade Management
999997826071072,IW,US,Identity Manager,Identity Manager
999997826071089,IW,US,Siebel CRM,Siebel CRM
999997826071091,IW,US,Internet Developer Suite,Internet Developer Suite
999997826071103,IW,US,Siebel Reports,Siebel Reports
999997826071115,IW,US,Forwarding & Brokerage Operations,Forwarding & Brokerage Operations
999997826071118,IW,US,TopLink and Application Development Framework,TopLink and Application Development Framework
999997826071133,IW,US,Transaction Processing,Transaction Processing
999997826071144,IW,US,Spatial,Spatial
999997826071146,IW,US,Service Bus Financial Services Edition for SWIFT,Service Bus Financial Services Edition for SWIFT
999997826071159,IW,US,AutoVue EDA Professional,AutoVue EDA Professional
999997826071165,IW,US,Siebel Professional Edition Call Center,Siebel Professional Edition Call Center
